Name,Profile_URL,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
Vinicius,http://ufcstats.com/fighter-details/65cdf4ec31143d86,Salvador,,"5' 7""",135 lbs.,"70.0""",Southpaw,14,7,0
Dylan,http://ufcstats.com/fighter-details/a7a3fb5f6c67b122,Salvador,,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,0
Josh,http://ufcstats.com/fighter-details/9deff9e3e8d94d47,Samman,Anqa,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,0
Johnny,http://ufcstats.com/fighter-details/b23388ff8ac6637b,Sampaio,,"5' 8""",170 lbs.,--,Orthodox,3,1,0
Josh,http://ufcstats.com/fighter-details/f65dcb22dada2223,Sampo,The Gremlin,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,0
Josh,http://ufcstats.com/fighter-details/983e281d257c24dc,San Diego,JSD,"5' 10""",135 lbs.,--,,8,3,0
Diego,http://ufcstats.com/fighter-details/82e7929bf6c2b689,Sanchez,Nightmare,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,0
Eddie,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,Sanchez,The Manic Hispanic,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,0
Julian,http://ufcstats.com/fighter-details/c6da1c24fe473418,Sanchez,,"6' 3""",300 lbs.,--,Orthodox,0,1,0
Bobby,http://ufcstats.com/fighter-details/6a0047ac8c99fece,Sanchez,The Kid,"5' 7""",155 lbs.,--,Orthodox,10,35,0
Donald,http://ufcstats.com/fighter-details/bb140b121283acbb,Sanchez,,"5' 10""",145 lbs.,--,,31,17,0
Joby,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,Sanchez,,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,0
Emmanuel,http://ufcstats.com/fighter-details/243a336eaa2d2eb4,Sanchez,El Matador,"5' 9""",145 lbs.,"71.0""",,15,3,0
Erick,http://ufcstats.com/fighter-details/ef3663798164adf0,Sanchez,,"5' 10""",145 lbs.,--,,8,3,0
Andrew,http://ufcstats.com/fighter-details/fccf811c1e8b01c7,Sanchez,El Dirte,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,0
Robert,http://ufcstats.com/fighter-details/546f8599a63c29da,Sanchez,Littlefury,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,0
Jesse,http://ufcstats.com/fighter-details/59aaf2730b84698a,Sanders,,"6' 0""",170 lbs.,--,Orthodox,23,7,0
Luke,http://ufcstats.com/fighter-details/96428b9e9bd048ea,Sanders,Cool Hand,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,0
Jerrod,http://ufcstats.com/fighter-details/12f1b140e248bdb9,Sanders,J-Reazie,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,0
Cory,http://ufcstats.com/fighter-details/65f09bacd3957381,Sandhagen,,"5' 11""",135 lbs.,"70.0""",Switch,18,5,0
Hugo,http://ufcstats.com/fighter-details/9d51bcc281aa0514,Sandoval,,--,135 lbs.,--,,2,3,0
Raul,http://ufcstats.com/fighter-details/f9ad10f6a49e5452,Sandoval,,--,130 lbs.,--,,3,3,0
Joseph,http://ufcstats.com/fighter-details/696002b59f09d73b,Sandoval,,"5' 7""",135 lbs.,--,Southpaw,7,7,0
Hector,http://ufcstats.com/fighter-details/449c890bd90f3374,Sandoval,Kid Alex,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,0
Chris,http://ufcstats.com/fighter-details/29f935654825331b,Sanford,,"5' 11""",185 lbs.,--,Orthodox,5,1,0
Roldan,http://ufcstats.com/fighter-details/57887765f831e228,Sangcha'an,The Executioner,"5' 4""",125 lbs.,--,Orthodox,4,2,0
Yuhi,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4,Sano,,"5' 11""",243 lbs.,--,Orthodox,0,4,0
Martin,http://ufcstats.com/fighter-details/16a64f93f6678b7b,Sano,Spartan,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,1
Jonathan,http://ufcstats.com/fighter-details/3143e5daff9e5b71,Santa Maria,,"5' 9""",125 lbs.,--,,3,4,0
Duda,http://ufcstats.com/fighter-details/d6ead04919a894b1,Santana,Cowboyzinha,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,0
Shaheen,http://ufcstats.com/fighter-details/19809d475ed832d5,Santana,Shazam,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,0
Sean,http://ufcstats.com/fighter-details/39792c2f42c9f527,Santella,Shorty Rock,"5' 5""",125 lbs.,--,,17,6,1
Jorge,http://ufcstats.com/fighter-details/f8dc544e7077d014,Santiago,The Sandman,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,0
Mike,http://ufcstats.com/fighter-details/bc656db347f31e19,Santiago,,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,0
Will,http://ufcstats.com/fighter-details/4920292f5d9b76df,Santiago,The Brown Bomber,"5' 7""",185 lbs.,--,Orthodox,9,5,0
Richie,http://ufcstats.com/fighter-details/9f95d6b5b459cc6b,Santiago,The Milford Mauler,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,0
Jose,http://ufcstats.com/fighter-details/8299206ccebc44a7,Santibanez,,--,155 lbs.,--,,10,3,0
Art,http://ufcstats.com/fighter-details/012fc7cd0779c09a,Santore,Pachuco,"6' 2""",185 lbs.,--,,18,8,0
Adriano,http://ufcstats.com/fighter-details/c6e6926a81adcd00,Santos,,--,--,--,,0,1,0
Paulo,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae,Santos,,--,--,--,,0,3,0
Evangelista,http://ufcstats.com/fighter-details/99bf06f20491cb54,Santos,Cyborg,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,0
Luis,http://ufcstats.com/fighter-details/7701377be464d2ef,Santos,,"6' 1""",170 lbs.,--,Southpaw,63,10,1
Iliarde,http://ufcstats.com/fighter-details/14aa21bc82cac57d,Santos,,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,1
Leonardo,http://ufcstats.com/fighter-details/9c65736747ca92ec,Santos,,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,1
Thiago,http://ufcstats.com/fighter-details/dea070ed4a2a8281,Santos,Marreta,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0
Bruno,http://ufcstats.com/fighter-details/da1d8d76404bb6b5,Santos,Carioca,"5' 9""",185 lbs.,--,Orthodox,15,2,0
Andre,http://ufcstats.com/fighter-details/5b5b78116d1fc3eb,Santos,Chatuba,"6' 0""",170 lbs.,--,,38,10,0
Gleristone,http://ufcstats.com/fighter-details/d12ee718fb35c35c,Santos,Toninho Furia,"5' 9""",145 lbs.,--,,33,7,0
Yana,http://ufcstats.com/fighter-details/3143bf892608139a,Santos,,"5' 6""",135 lbs.,"68.0""",Orthodox,16,8,0
Taila,http://ufcstats.com/fighter-details/f7467152fd9f18a2,Santos,,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0
Marilia,http://ufcstats.com/fighter-details/4cb79988b2a9bd07,Santos,Chocolate,"5' 4""",125 lbs.,--,Orthodox,10,3,0
Edivan,http://ufcstats.com/fighter-details/78719f6663ad9160,Santos,Pe De Sapo,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1
Daniel,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,Santos,Willycat,"5' 7""",145 lbs.,"67.0""",Orthodox,12,2,0
Gabriel,http://ufcstats.com/fighter-details/f2f140ce7532e327,Santos,Mosquitinho,"5' 9""",145 lbs.,"70.0""",Orthodox,12,2,0
Luana,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Santos,,"5' 6""",135 lbs.,"67.0""",Orthodox,8,2,0
Djorden,http://ufcstats.com/fighter-details/312f7d7b2b2f7de4,Santos,Shakur,"6' 0""",185 lbs.,"75.0""",Orthodox,10,2,0
Mairon,http://ufcstats.com/fighter-details/480779d7f9a424d3,Santos,The Legend,"5' 7""",155 lbs.,"72.0""",Orthodox,16,1,0
Nick,http://ufcstats.com/fighter-details/1d147d4163a6989b,Sanzo,,"5' 9""",190 lbs.,--,,1,1,0
Bob,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc,Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,11,20,0
Daniel,http://ufcstats.com/fighter-details/7e47047d0971d566,Sarafian,,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0
Jeka,http://ufcstats.com/fighter-details/57186c150c645200,Saragih,,"5' 8""",145 lbs.,"69.0""",Orthodox,14,4,0
Diego,http://ufcstats.com/fighter-details/4f4dac51adc1af4f,Saraiva,The Octopus,"5' 6""",155 lbs.,--,Orthodox,22,20,1
Harris,http://ufcstats.com/fighter-details/026b4f7049085842,Sarmiento,The Hitman,"5' 9""",155 lbs.,--,Orthodox,36,26,0
Alexander,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0,Sarnavskiy,Tiger,"5' 11""",155 lbs.,--,,35,6,0
Yuki,http://ufcstats.com/fighter-details/e5c38954c006f15c,Sasaki,,"6' 2""",185 lbs.,--,Orthodox,25,22,2
Kyosuke,http://ufcstats.com/fighter-details/23bd78c3f89bdb54,Sasaki,,"5' 7""",183 lbs.,--,Southpaw,3,7,4
Yuta,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,Sasaki,Ulka,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2
Paul,http://ufcstats.com/fighter-details/7b143a54451263d9,Sass,,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0
Keisuke,http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c,Sasu,Sasuke,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1
Masaaki,http://ufcstats.com/fighter-details/f4a031ac205ac580,Satake,,"6' 1""",220 lbs.,--,Orthodox,1,8,1
Takenori,http://ufcstats.com/fighter-details/276c60b14b571dd4,Sato,,"5' 10""",170 lbs.,--,Southpaw,19,11,7
Takashi,http://ufcstats.com/fighter-details/8abac218746e04ca,Sato,Ten,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0
Uran,http://ufcstats.com/fighter-details/02f484417a6fa69d,Satybaldiev,Gorilla,"6' 4""",223 lbs.,"79.0""",Orthodox,9,1,0
Jeimeson,http://ufcstats.com/fighter-details/f6f9d41669dd3eaa,Saudino,The Minion,"5' 6""",135 lbs.,--,,8,5,0
Tom,http://ufcstats.com/fighter-details/36ab6af06e312b41,Sauer,,"6' 1""",263 lbs.,--,,25,12,0
Townsend,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6,Saunders,,"5' 5""",170 lbs.,--,Orthodox,0,2,0
Ben,http://ufcstats.com/fighter-details/484acc7b0f856ce9,Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2
Chad W.,http://ufcstats.com/fighter-details/4fe9492959834bf7,Saunders,,"5' 10""",170 lbs.,--,Orthodox,7,2,0
Chris,http://ufcstats.com/fighter-details/b35a159f525764eb,Saunders,The So Cal Kid,"5' 8""",155 lbs.,--,,16,8,0
Christien,http://ufcstats.com/fighter-details/67f0d1b1b0b39bec,Savoie,The Tiger,"5' 11""",170 lbs.,"72.0""",Orthodox,10,2,1
Lumumba,http://ufcstats.com/fighter-details/402ea3b5ee233852,Sayers,,"6' 0""",185 lbs.,--,,6,5,0
Matt,http://ufcstats.com/fighter-details/5b8ba8f5512893b1,Sayles,,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0
Brandon,http://ufcstats.com/fighter-details/72b7c071910990b1,Sayles,Man of War,"6' 5""",265 lbs.,--,,5,1,0
Mikheil,http://ufcstats.com/fighter-details/22a1f83edb865aee,Sazhiniani,Spartan,"6' 0""",205 lbs.,"71.0""",Orthodox,13,3,0
Mark,http://ufcstats.com/fighter-details/771b60ff889661c8,Scanlon,,"5' 9""",170 lbs.,--,Orthodox,9,2,0
Eric,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,Schafer,Red,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2
Kerry,http://ufcstats.com/fighter-details/030f08370fd1c2bb,Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,24,13,0
Eric,http://ufcstats.com/fighter-details/66e981516e2476d1,Schambari,,"5' 11""",185 lbs.,--,Orthodox,15,6,0
Brendan,http://ufcstats.com/fighter-details/89a407032911e27e,Schaub,Big Brown,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0
Matheus,http://ufcstats.com/fighter-details/a296ad1d238d97df,Scheffel,Buffa,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0
Antonio,http://ufcstats.com/fighter-details/a3244e3238541482,Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5,5,0
Fabiano,http://ufcstats.com/fighter-details/0bc7e61d204f2137,Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,11,10,0
Samy,http://ufcstats.com/fighter-details/1208ffc5be6e31ad,Schiavo,,"5' 8""",155 lbs.,--,Orthodox,10,6,0
Pat,http://ufcstats.com/fighter-details/de12bd65e2f46478,Schilling,Thrilling,"5' 8""",145 lbs.,--,Orthodox,5,2,0
Joe,http://ufcstats.com/fighter-details/f41fad444939056b,Schilling,,"6' 3""",185 lbs.,--,,2,5,0
Semmy,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2,Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,26,14,1
Adam,http://ufcstats.com/fighter-details/89ea01f5a7ada40c,Schindler,,"5' 8""",155 lbs.,--,,10,6,0
Daniel,http://ufcstats.com/fighter-details/bd02e222a6166d50,Schmitt,,--,185 lbs.,--,,2,3,0
Colleen,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed,Schneider,,--,135 lbs.,--,,11,7,0
Matt,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,Schnell,Danger,"5' 8""",125 lbs.,"70.0""",Orthodox,17,9,0
Alex,http://ufcstats.com/fighter-details/fdfef29ba17ee525,Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15,10,0
Bailey,http://ufcstats.com/fighter-details/b0353e7f5038dd09,Schoenfelder,Berserk,"6' 3""",265 lbs.,"76.0""",Orthodox,5,1,0
Darrill,http://ufcstats.com/fighter-details/5a558ba1ff5e9121,Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,14,8,0
Bob,http://ufcstats.com/fighter-details/d86e913c548c07c2,Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20,17,1
Nate,http://ufcstats.com/fighter-details/040426baba8a45e8,Schroeder,,"6' 1""",230 lbs.,--,,11,10,0
Lacey,http://ufcstats.com/fighter-details/e44c679c30403cba,Schuckman,,"5' 3""",125 lbs.,--,,11,10,0
Mark,http://ufcstats.com/fighter-details/c1684f00c626f4c0,Schultz,,"5' 9""",200 lbs.,--,Orthodox,1,1,0
Wes,http://ufcstats.com/fighter-details/b4443fae47e7eb9d,Schultz,Party Time,"6' 2""",185 lbs.,"77.0""",Orthodox,6,2,0
Brian,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9,Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1,1,0
Eric,http://ufcstats.com/fighter-details/79cbdf233e5e0496,Schwartz,,--,205 lbs.,--,,2,0,0
Justin,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b,Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0
Brad,http://ufcstats.com/fighter-details/34e552520a934063,Scott,Bear,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0
Greg,http://ufcstats.com/fighter-details/0b235384fe23fc9c,Scott,,"5' 9""",145 lbs.,--,,3,4,0
Louis Lee,http://ufcstats.com/fighter-details/4327506eb9ee342f,Scott,Lightning,--,135 lbs.,--,,8,0,0
Zachary,http://ufcstats.com/fighter-details/03dee485905dbc9f,Scroggin,,"6' 3""",170 lbs.,"74.0""",Orthodox,7,1,0
Mike,http://ufcstats.com/fighter-details/0c01568b1ac77bff,Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,15,1
Matt,http://ufcstats.com/fighter-details/d1ce40aca99a9b70,Secor,,"6' 0""",170 lbs.,--,,8,4,0
Kenneth,http://ufcstats.com/fighter-details/55e94a9b525dcf45,Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,7,0
Neil,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0
Rony,http://ufcstats.com/fighter-details/d6b68eaf4b68b160,Sefo,,"5' 9""",225 lbs.,--,Orthodox,0,2,0
Ray,http://ufcstats.com/fighter-details/646d5dbe509accd4,Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2,2,0
Brendan,http://ufcstats.com/fighter-details/e4bb7e483c4ad318,Seguin,,"6' 0""",185 lbs.,--,,23,19,1
Tetsuya,http://ufcstats.com/fighter-details/5e1062e066c601e6,Seki,,"5' 10""",155 lbs.,--,,14,8,1
Stefan,http://ufcstats.com/fighter-details/348dff4e03bd18c6,Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0
Pete,http://ufcstats.com/fighter-details/0359313549d230a1,Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0
Matthew,http://ufcstats.com/fighter-details/4aa58269d0664b5b,Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",Switch,11,8,0
Andrei,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd,Semenov,,"6' 0""",185 lbs.,--,Orthodox,34,9,2
Mackens,http://ufcstats.com/fighter-details/51b1e2fd9872005b,Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0
Brandon,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4,Sene,,"5' 11""",205 lbs.,--,,2,2,0
YeDam,http://ufcstats.com/fighter-details/762572d67204fadb,Seo,,"5' 3""",115 lbs.,"63.0""",Orthodox,7,4,0
DongHyun,http://ufcstats.com/fighter-details/0505e27a5d00704a,Seo,Pinnacle,--,145 lbs.,--,,7,2,1
Kim In,http://ufcstats.com/fighter-details/88b250ba222c3a98,Seok,,"5' 6""",145 lbs.,--,Orthodox,3,6,0
Ray,http://ufcstats.com/fighter-details/2f04c4183523be2e,Seraille,,"6' 3""",246 lbs.,--,,8,9,0
Ivan,http://ufcstats.com/fighter-details/b23fca14c7b79935,Serati,,"6' 0""",205 lbs.,--,Orthodox,12,4,0
Alex,http://ufcstats.com/fighter-details/253d3f9e97ca149a,Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0
Nicholas,http://ufcstats.com/fighter-details/efab191f204ffa17,Sergiacomi,,--,170 lbs.,--,,1,1,0
Matt,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0
Nick,http://ufcstats.com/fighter-details/1975c2272ba40e71,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0
Adrian,http://ufcstats.com/fighter-details/e7ec11096eac0282,Serrano,,"5' 8""",170 lbs.,--,,56,29,4
Fredy,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0
Carl,http://ufcstats.com/fighter-details/dadaeb402526dca5,Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,10,8,0
Igor,http://ufcstats.com/fighter-details/6ad8e4296f7522d9,Severino,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,1,0
Dan,http://ufcstats.com/fighter-details/c670aa48827d6be6,Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,101,19,1
Rosi,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b,Sexton,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,13,5,0
Scott,http://ufcstats.com/fighter-details/5c38639f860a5542,Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0,1,0
Edmen,http://ufcstats.com/fighter-details/4144798612ef96e5,Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"74.0""",Orthodox,14,5,0
Leon,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af,Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0
Don,http://ufcstats.com/fighter-details/da4628f173337902,Shainis,Shameless,"5' 6""",145 lbs.,"67.0""",Orthodox,12,5,0
Liliya,http://ufcstats.com/fighter-details/f300763147320d12,Shakirova,,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0
Kamal,http://ufcstats.com/fighter-details/ece280745f8727b8,Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2
Ken,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2
Frank,http://ufcstats.com/fighter-details/fcaae0385b514f11,Shamrock,,"5' 10""",185 lbs.,--,Orthodox,23,10,2
Shang,http://ufcstats.com/fighter-details/5a7350645bc9bd6e,Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63.0""",Orthodox,32,8,0
Sean,http://ufcstats.com/fighter-details/0f3a990526c5e706,Sharaf,The Smoke,"6' 3""",252 lbs.,"77.0""",Orthodox,4,1,0
Priya,http://ufcstats.com/fighter-details/5f23eaf9e9c34667,Sharma,The Catwoman,"5' 1""",115 lbs.,"59.0""",Orthodox,5,2,0
Jason,http://ufcstats.com/fighter-details/285e32e41f61a5b1,Sharp,,--,205 lbs.,--,,3,3,0
Eric,http://ufcstats.com/fighter-details/a0c64f272b65d441,Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0
Sean,http://ufcstats.com/fighter-details/029880cdbf5ca089,Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1
Chase,http://ufcstats.com/fighter-details/01b352b6a9074d5c,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,16,12,0
Valentina,http://ufcstats.com/fighter-details/132deb59abae64b1,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,24,4,1
Antonina,http://ufcstats.com/fighter-details/d7338bcb141abd2c,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0
Shi,http://ufcstats.com/fighter-details/d683f4870742b273,Ming,,"5' 2""",115 lbs.,"60.0""",Orthodox,17,5,0
Katsuyori,http://ufcstats.com/fighter-details/d4da8995fc91e7ef,Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1
Jake,http://ufcstats.com/fighter-details/fe435e440b5de0ff,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1
Henrique,http://ufcstats.com/fighter-details/5d1700cfbaafbe06,Shiguemoto,,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1
Shunichi,http://ufcstats.com/fighter-details/10657c60ce349e0f,Shimizu,,"5' 5""",135 lbs.,--,Orthodox,30,18,11
Wade,http://ufcstats.com/fighter-details/a9a314cc77d90b6e,Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,11,5,0
Raja,http://ufcstats.com/fighter-details/d9e1942637bd57a4,Shippen,,"5' 6""",145 lbs.,--,,18,11,1
Yuya,http://ufcstats.com/fighter-details/a79bfbc01b2264d6,Shirai,,"5' 8""",168 lbs.,--,Orthodox,26,14,2
Wes,http://ufcstats.com/fighter-details/ad863b0d57952c57,Shivers,,"6' 8""",--,--,,7,1,0
Alexander,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c,Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0
Josh,http://ufcstats.com/fighter-details/1d36f1ac66cf689d,Shockley,,"6' 1""",155 lbs.,--,Orthodox,11,4,0
Josh,http://ufcstats.com/fighter-details/821cd80aab70d5f9,Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,6,3,0
Akira,http://ufcstats.com/fighter-details/b0c95dc8e858452c,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5
Liudvik,http://ufcstats.com/fighter-details/1a54231796e24a3f,Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1
Jack,http://ufcstats.com/fighter-details/b8a85389d115e35a,Shore,Tank,"5' 8""",145 lbs.,"71.0""",Orthodox,17,3,0
Landon,http://ufcstats.com/fighter-details/35cc17760b06f36d,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1
Ivan,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1
Brandon,http://ufcstats.com/fighter-details/585f9ffdb0cd0466,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0
Ronal,http://ufcstats.com/fighter-details/762226efa2b01654,Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0
Sam,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0
Kiril,http://ufcstats.com/fighter-details/cf772fb504842dc3,Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0
Serhiy,http://ufcstats.com/fighter-details/1a2bf44edb8055b6,Sidey,,"5' 11""",135 lbs.,"72.0""",Switch,12,2,0
Steven,http://ufcstats.com/fighter-details/d188a3b817860ec6,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0
Siala,http://ufcstats.com/fighter-details/3cf68c1d17f66af7,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0
Xavier,http://ufcstats.com/fighter-details/9a08c2753184ac6d,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0
Assuerio,http://ufcstats.com/fighter-details/e091482fa6648261,Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0
Anderson,http://ufcstats.com/fighter-details/1f454354805b6f75,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0
Wanderlei,http://ufcstats.com/fighter-details/a1f6999fe57236e0,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1
Thiago,http://ufcstats.com/fighter-details/2924886ee9c4c527,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0
Paulo Cesar,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0
Jean,http://ufcstats.com/fighter-details/9211aae062b799d6,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19,12,3
Edson,http://ufcstats.com/fighter-details/a1153013cb5f628f,Silva,Paredao,--,205 lbs.,--,Orthodox,14,12,0
Sidney,http://ufcstats.com/fighter-details/a6c32678efd4f434,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0
Jay,http://ufcstats.com/fighter-details/53bb0d40905b87c0,Silva,,"6' 2""",185 lbs.,--,Southpaw,10,11,1
Antonio,http://ufcstats.com/fighter-details/8349d55cdecd393a,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1
Fabio,http://ufcstats.com/fighter-details/2ba479b409011527,Silva,,"5' 11""",205 lbs.,--,Orthodox,1,8,0
Erick,http://ufcstats.com/fighter-details/5866fc86183a9fb8,Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0
Leandro,http://ufcstats.com/fighter-details/159da492e000afbf,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1
Claudio,http://ufcstats.com/fighter-details/6f7c616b98e18c29,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0
